Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Honda,Amaze 1.2 E i-VTEC,697601,2020,42000,Petrol,Automatic,Delhi,Green,Second,Dealer,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Land Rover,Discovery Sport HSE Luxury,3221428,2003,55000,Diesel,Manual,Pune,Black,Second,Dealer,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600.0,2069.0,1690.0,7.0,65.0
Volkswagen,Polo Highline Plus 1.0L TSI,1084952,2017,20124,Petrol,Automatic,Bangalore,Grey,Second,Dealer,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0
Audi,Q5 40 TDI Premium Plus,4811839,2008,18000,Diesel,Automatic,Delhi,White,Third,Dealer,1968 cc,188 bhp @ 3800 rpm,400 Nm @ 1750 rpm,AWD,4663.0,1893.0,1659.0,5.0,70.0
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT,727487,2011,2272,Petrol,Automatic,Hyderabad,Yellow,Second,Corporate,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0
Mercedes-Benz,GLE 250 d,5426945,2020,31000,Diesel,Automatic,Mumbai,Brown,Third,Dealer,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Mahindra,XUV500 W10 AWD,700820,2006,121000,Diesel,Automatic,Kanpur,Silver,First,Dealer,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,AWD,4585.0,1890.0,1785.0,7.0,70.0
Mercedes-Benz,GLA 200 d Sport,2246673,2014,61109,Diesel,Manual,Bangalore,Blue,Second,Dealer,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
BMW,X1 sDrive20d xLine,3206098,2010,59000,Diesel,Manual,Mumbai,White,Second,Corporate,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
BMW,X1 sDrive20d xLine,3329455,2000,49000,Diesel,Automatic,Bangalore,Brown,Third,Corporate,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
Honda,City V,797659,2010,28000,Petrol,Automatic,Delhi,Green,Third,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,GLA 200 d Sport,2755556,2013,56500,Diesel,Automatic,Delhi,Red,Second,Dealer,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
Maruti Suzuki,Ertiga VDi,454119,2012,77000,Diesel,Manual,Ludhiana,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Vitara Brezza ZDi,740968,2014,94827,Diesel,Manual,Jaipur,Green,Third,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Celerio VXi,523562,2003,47000,Petrol,Automatic,Hyderabad,Green,Second,Corporate,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0
MG,Astor Sharp 1.5 CVT,1709307,2010,1942,Petrol,Automatic,Bangalore,Blue,Third,Corporate,1498 cc,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,4323.0,1809.0,1650.0,5.0,48.0
Maruti Suzuki,Swift VXi [2014-2017],650288,2003,10000,Petrol,Manual,Meerut,Blue,Third,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Ciaz ZXI+,620788,2006,50800,Petrol,Manual,Lucknow,Yellow,Third,Corporate,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,S-Presso VXi Plus,426581,2005,38848,Petrol,Automatic,Panchkula,Yellow,First,Dealer,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0
Maruti Suzuki,Swift DZire ZXI,563347,2002,70000,Petrol,Automatic,Mohali,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Wagon R LXi Minor,214350,2001,51000,Petrol,Manual,Coimbatore,Yellow,Third,Corporate,1061 cc,67@6200,84@3500,FWD,3520.0,1475.0,1690.0,5.0,35.0
Honda,City SV Diesel,582398,2021,76000,Diesel,Automatic,Agra,White,Third,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Porsche,Panamera 3.0 Diesel,6839685,2007,20500,Diesel,Manual,Delhi,Grey,Third,Corporate,,,,,,,,,
Hyundai,Elite i20 Magna Executive 1.2,581679,2020,42601,Petrol,Automatic,Udupi,Yellow,Third,Corporate,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Honda,City E Diesel,498770,2002,140000,Diesel,Automatic,Hyderabad,Brown,Second,Corporate,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,XUV500 W5 [2018-2020],1055432,2005,50000,Diesel,Manual,Zirakpur,Green,Second,Corporate,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,Elite i20 Sportz 1.2 (O),622862,2008,58100,Petrol,Automatic,Lucknow,Black,Third,Dealer,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,Creta 1.6 SX,1591543,2014,14000,Diesel,Automatic,Chennai,Yellow,Third,Dealer,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Isuzu,MU-X 4x2,2142342,2003,75592,Diesel,Manual,Hyderabad,Grey,First,Individual,2999 cc,174 bhp @ 3600 rpm,380 Nm @ 1800 rpm,RWD,4825.0,1860.0,1840.0,7.0,65.0
Hyundai,Elite i20 Asta 1.4 CRDI,690327,2016,65000,Diesel,Automatic,Ahmedabad,Brown,Second,Dealer,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Skoda,Octavia Elegance 2.0 TDI AT,1074870,2021,47981,Diesel,Automatic,Mumbai,Grey,Second,Dealer,1968 cc,141 bhp @ 4000 rpm,320 Nm @ 1750 rpm,FWD,4659.0,1814.0,1476.0,5.0,50.0
Mercedes-Benz,GLE 43 4MATIC [2017-2019],8163214,2015,25275,Petrol,Automatic,Hyderabad,Brown,Second,Individual,2996 cc,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,AWD,4891.0,2003.0,1719.0,5.0,93.0
Tata,Safari 2.2 EX 4x2,611212,2001,72000,Diesel,Manual,Ahmedabad,Red,Third,Individual,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655.0,1965.0,1922.0,7.0,55.0
Maruti Suzuki,Ertiga ZDi,596051,2009,72000,Diesel,Manual,Mumbai,Black,First,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],631166,2013,64000,Diesel,Automatic,Lucknow,Red,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Swift VDi AMT [2018-2019],697667,2005,43000,Diesel,Automatic,Mumbai,Grey,Second,Corporate,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0
Maruti Suzuki,Vitara Brezza ZDi Plus,953474,2018,82000,Diesel,Automatic,Ahmedabad,Blue,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Tata,Tiago Revotron XT [2016-2019],361460,2009,29434,Petrol,Manual,Kolkata,Grey,Third,Individual,1047 cc,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
Mercedes-Benz,C-Class 220 CDI Elegance AT,505835,2017,95200,Diesel,Manual,Mumbai,Brown,First,Dealer,2148 cc,170@3700,410@2000,RWD,4581.0,1770.0,1447.0,5.0,66.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2880316,2016,120000,Diesel,Automatic,Faridabad,Yellow,Third,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795.0,1855.0,1835.0,7.0,80.0
Mahindra,Thar AX 6-STR Soft Top Diesel MT,1472313,2008,28000,Diesel,Automatic,Delhi,Brown,First,Corporate,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1920.0,6.0,57.0
Mercedes-Benz,GLA 200 d Sport,2867989,2020,56500,Diesel,Manual,Delhi,Grey,Third,Dealer,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
Mercedes-Benz,GLC 220d 4MATIC Progressive,6570882,2020,7000,Diesel,Manual,Lucknow,Red,Second,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658.0,1890.0,1644.0,5.0,66.0
Maruti Suzuki,Celerio VXi AMT,418909,2003,54443,Petrol,Automatic,Mumbai,Yellow,First,Corporate,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
Ford,Ecosport Titanium 1.5 Ti-VCT,561145,2009,47000,Petrol,Automatic,Indore,Brown,Third,Corporate,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Mahindra,Thar LX 4-STR Hard Top Diesel AT,1838129,2011,11000,Diesel,Manual,Mumbai,Red,First,Dealer,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
Hyundai,Creta SX 1.5 Diesel [2020-2022],1560071,2008,9000,Diesel,Automatic,Raipur,Yellow,Second,Corporate,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
Honda,Amaze 1.5 E i-DTEC,447089,2008,79500,Diesel,Automatic,Pune,Red,First,Corporate,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Renault,Kiger RXT Turbo CVT,771981,2016,13000,Petrol,Automatic,Dehradun,Brown,First,Dealer,999 cc,99 bhp @ 5000 rpm,152 Nm @ 2200 rpm,FWD,3991.0,1750.0,1605.0,5.0,40.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],355300,2020,87500,Petrol,Manual,Gurgaon,Red,Second,Corporate,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],346142,2023,87500,Petrol,Manual,Gurgaon,White,Second,Corporate,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Alto 800 Lxi CNG,252590,2013,56843,CNG + CNG,Manual,Navi Mumbai,Silver,Second,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,Alto 800 Lxi,273272,2008,52100,Petrol,Manual,Lucknow,Green,First,Dealer,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Audi,Q3 35 TDI Premium Plus + Sunroof,1337763,2010,71796,Diesel,Manual,Bangalore,Brown,First,Dealer,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mercedes-Benz,GLE 250 d,4199099,2019,90000,Diesel,Automatic,Ludhiana,Silver,First,Corporate,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1543643,2023,7000,Petrol,Automatic,Pune,Black,First,Corporate,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655.0,1835.0,1760.0,5.0,60.0
Maruti Suzuki,Baleno Zeta 1.2,630552,2003,36058,Petrol,Automatic,Mumbai,White,First,Corporate,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Ford,Ecosport Ambiente 1.5L Ti-VCT,448456,2017,69001,Petrol,Automatic,Delhi,Black,Third,Dealer,1499 cc,110 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Mercedes-Benz,E-Class E220 CDI Blue Efficiency,1311827,2014,101000,Diesel,Manual,Surat,Yellow,Second,Corporate,2143 cc,231 bhp @ 3000 rpm,400 Nm @ 2800 rpm,RWD,4868.0,1854.0,1470.0,5.0,80.0
Tata,Manza Aqua Safire BS-IV,113038,2015,93000,Petrol,Automatic,Unnao,Blue,First,Individual,1368 cc,90@6000,116@4750,,4413.0,1703.0,1550.0,5.0,44.0
Hyundai,Verna EX 1.6 CRDi [2017-2018],875009,2022,73000,Diesel,Automatic,Pune,Grey,Second,Dealer,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0
Hyundai,Elite i20 Sportz 1.2 [2016-2017],601547,2002,35000,Petrol,Manual,Mumbai,Blue,First,Corporate,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,Swift LXi,428105,2016,53807,Petrol,Manual,Gurgaon,Green,First,Corporate,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],296546,2003,45000,Petrol,Automatic,Chennai,Silver,First,Dealer,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515.0,1500.0,1510.0,5.0,32.0
Mahindra,Bolero Power Plus ZLX,830531,2017,27500,Diesel,Automatic,Varanasi,Grey,Third,Corporate,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,3995.0,1745.0,1880.0,7.0,
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],413346,2014,57000,Petrol,Automatic,Delhi,Grey,First,Corporate,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Ciaz VDi+ SHVS,567349,2003,65000,Diesel,Automatic,Ahmedabad,Yellow,Third,Corporate,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,i20 Active 1.4 S,771332,2006,72000,Diesel,Automatic,Chennai,Grey,First,Corporate,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1760.0,1555.0,5.0,45.0
Honda,City 1.5 V MT,280665,2010,73000,Petrol,Manual,Delhi,Red,Second,Dealer,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
Maruti Suzuki,Swift Lxi (O) [2014-2017],454203,2008,45000,Petrol,Manual,Delhi,Blue,Second,Dealer,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
BMW,5-Series 525d Sedan,1300409,2000,56000,Diesel,Automatic,Mumbai,Black,Second,Corporate,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,
Jeep,Compass Limited 1.4 Petrol AT [2017-2020],1425813,2020,28000,Petrol,Manual,Delhi,Green,First,Individual,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],1884385,2021,110000,Diesel,Automatic,Delhi,Brown,First,Dealer,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Maruti Suzuki,DZire ZDi Plus AMT,735519,2003,92000,Diesel,Manual,Ludhiana,Black,First,Dealer,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],1693471,2012,55000,Diesel,Manual,Lucknow,Grey,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Skoda,Octavia 1.8 TSI Ambition Plus AT,1723900,2012,28600,Petrol,Automatic,Mumbai,Blue,Third,Corporate,1798 cc,177 bhp @ 4500 rpm,250 Nm @ 1250 rpm,FWD,4659.0,1814.0,1476.0,5.0,50.0
Maruti Suzuki,Alto VXi,263116,2013,54420,Petrol,Manual,Jamshedpur,White,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
Mercedes-Benz,S-Class 500L,1613779,2003,44000,Petrol,Automatic,Mumbai,Brown,Third,Dealer,5461 cc,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,RWD,5226.0,2120.0,1479.0,5.0,90.0
Mercedes-Benz,C-Coupe 43 AMG 4MATIC,7300735,2008,19000,Petrol,Automatic,Chennai,Red,First,Individual,2996 cc,385 bhp @ 5500 rpm,520 Nm @ 2500 rpm,AWD,4693.0,1810.0,1402.0,4.0,66.0
Land Rover,Evoque HSE Dynamic,2661636,2015,50623,Diesel,Automatic,Kolkata,Red,Second,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4465.0,1900.0,1635.0,5.0,57.0
Honda,City SV Diesel,451394,2014,75000,Diesel,Automatic,Kanpur,Black,Second,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Porsche,Macan S [2019-2020],7903094,2016,38000,Petrol,Automatic,Ahmedabad,White,Third,Individual,2995 cc,349 bhp @ 5400 rpm,480 Nm @ 1360 rpm,AWD,4696.0,1923.0,1624.0,5.0,65.0
Toyota,Innova ZX 2.7 AT 7 STR,2672244,2005,12050,Petrol,Manual,Delhi,Green,Third,Individual,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD,4735.0,1830.0,1795.0,7.0,65.0
Skoda,Rapid Elegance 1.6 TDI CR MT,468850,2017,86288,Diesel,Manual,Hyderabad,Red,Third,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
Maruti Suzuki,Ertiga VXI CNG,751747,2022,76642,CNG,Automatic,Mumbai,Grey,Second,Dealer,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],515081,2015,10265,Petrol,Automatic,Hyderabad,Green,Third,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Audi,TT 2.0 TFSI Quattro,4066786,2019,39394,Petrol,Manual,Jaipur,Brown,Third,Individual,1984 cc,208 bhp @ 4300 rpm,350 Nm @ 1600 rpm,AWD,4198.0,1842.0,1353.0,2.0,60.0
Mahindra,Thar LX 4-STR Hard Top Petrol AT,1487225,2015,10000,Petrol,Manual,Jalandhar,Brown,Third,Corporate,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
Mahindra,XUV700 AX 7 Diesel AT 7 STR,2335725,2005,18000,Diesel,Manual,Delhi,Green,First,Individual,2184 cc,182 bhp @ 3500 rpm,450 Nm @ 1750 rpm,FWD,4695.0,1890.0,1755.0,7.0,60.0
Honda,City 1.5 E MT,384543,2002,86000,Petrol,Manual,Mumbai,White,Third,Corporate,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440.0,1695.0,1485.0,5.0,42.0
Hyundai,Creta E Plus 1.6 Petrol,812698,2017,49000,Petrol,Manual,Pune,Green,Third,Corporate,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,Venue SX (O) 1.0 Turbo iMT,980597,2015,7500,Petrol,Automatic,Hyderabad,Grey,Second,Dealer,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Mahindra,Thar LX 4-STR Hard Top Petrol AT,1726213,2002,4400,Petrol,Automatic,Mumbai,Black,Third,Corporate,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
Hyundai,Eon 1.0 Kappa Magna AirBag,371083,2013,16205,Petrol,Manual,Pune,Blue,Second,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515.0,1550.0,1510.0,5.0,32.0
Maruti Suzuki,Baleno Delta 1.2,616381,2015,32000,Petrol,Automatic,Mohali,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Audi,A4 1.8 TFSI Multitronic Premium Plus,962469,2007,67000,Petrol,Manual,Dehradun,Silver,Second,Dealer,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
MG,Hector Plus Sharp 1.5 DCT Petrol,1952624,2003,10000,Petrol,Automatic,Faridabad,Silver,Second,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720.0,1835.0,1760.0,6.0,60.0
Land Rover,Discovery Sport HSE Petrol 7-Seater,4852366,2013,24444,Petrol,Automatic,Bangalore,Blue,First,Dealer,1999 cc,236 bhp @ 5500 rpm,340 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],1305155,2022,79000,Diesel,Manual,Ludhiana,Blue,First,Corporate,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],8165650,2013,11000,Diesel,Automatic,Delhi,Grey,Second,Corporate,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Mercedes-Benz,C-Class 220 BlueEfficiency,997942,2021,102000,Diesel,Automatic,Jalandhar,Green,Second,Corporate,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596.0,1770.0,1447.0,5.0,66.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT,525301,2003,47000,Petrol,Manual,Delhi,Blue,Third,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Skoda,Octavia 2.0 TDI L&K,1443613,2018,94182,Diesel,Automatic,Kanpur,Silver,Second,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4670.0,1814.0,1476.0,5.0,50.0
Tata,Tiago Revotron XM (O) [2016-2019],405071,2023,91460,Petrol,Automatic,Kanpur,Yellow,Second,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
Audi,Q5 3.0 TDI quattro,781468,2000,63300,Diesel,Automatic,Delhi,Yellow,Second,Dealer,2967 cc,240@4000,500@1500,,4628.0,1879.0,1651.0,5.0,75.0
Chevrolet,Cruze LTZ,392417,2018,80000,Diesel,Manual,Mumbai,Red,Third,Individual,1991 cc,150@4000,327@2600,,4597.0,1788.0,1477.0,5.0,60.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3777816,2020,33000,Diesel,Automatic,Mumbai,Red,Third,Dealer,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Tata,Tiago Revotron XM (O) [2016-2019],380992,2007,91460,Petrol,Automatic,Kanpur,Green,Second,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
Maruti Suzuki,Wagon R LXi Minor,169282,2023,50000,Petrol,Automatic,Varanasi,White,First,Dealer,1061 cc,67@6200,84@3500,FWD,3520.0,1475.0,1690.0,5.0,35.0
Audi,Q7 45 TDI Premium Plus,5080285,2001,65000,Diesel,Automatic,Pune,Black,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0
Audi,Q3 35 TDI Technology with Navigation,1969920,2011,110000,Diesel,Automatic,Mumbai,Black,First,Corporate,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,Wagon R VXI,399367,2013,66794,Petrol,Automatic,Kolkata,Blue,Third,Dealer,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Mahindra,Scorpio S2,998355,2002,42000,Diesel,Automatic,Patna,Blue,Third,Dealer,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0
Honda,City V CVT Petrol [2017-2019],1340689,2013,11000,Petrol,Automatic,Mumbai,Brown,Third,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,Creta 1.6 SX,1776313,2011,14000,Diesel,Automatic,Chennai,Red,First,Corporate,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
